loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2757,5,Not Graduate,No,9176930,4197077,6,414,21700176,4639639,19520451,5267864,Rejected
2758,3,Graduate,Yes,2385295,4051923,15,440,27842689,14433437,8381005,10449210,Rejected
2759,2,Not Graduate,No,2707304,6361683,9,488,9609761,18140318,36700668,12870957,Rejected
2760,2,Graduate,Yes,3913511,38390237,17,393,24914192,543806,35168638,9979921,Rejected
2761,0,Not Graduate,Yes,8601310,28916992,4,862,3250684,11017672,34341656,7766935,Approved
2762,2,Not Graduate,Yes,9658318,26348884,8,427,8734216,13939189,58783,10233633,Rejected
2763,2,Not Graduate,No,4654029,27695070,5,659,25955436,13960334,19407937,6052440,Approved
2764,0,Not Graduate,No,6992753,1615754,10,643,3881729,4278911,31167714,3981721,Approved
2765,1,Not Graduate,Yes,9189179,8662044,12,623,14574836,2215733,13671488,11019410,Approved
2766,3,Not Graduate,Yes,8496820,31432610,5,677,9909951,9963193,9077999,1985055,Rejected
2767,2,Graduate,No,6876421,18440432,14,850,2924865,12356266,23978161,13304988,Approved
2768,5,Graduate,No,5497876,20234878,20,881,6865709,5616130,97570,6300135,Approved
2769,2,Not Graduate,Yes,9846607,29709718,2,825,15567590,7157625,24000518,12016060,Approved
2770,5,Not Graduate,Yes,2542589,3247823,3,576,18353360,10322250,17697918,1452666,Approved
2771,3,Not Graduate,Yes,3755090,31607047,20,737,19654438,8731221,26803552,7275281,Approved
2772,0,Not Graduate,Yes,7186223,26985482,14,411,3825936,9380178,26767866,6202664,Rejected
2773,1,Not Graduate,No,404753,16121648,19,830,9309090,13233943,20995521,5239717,Approved
2774,4,Not Graduate,Yes,5105566,19874591,15,417,3030890,19095373,22883305,7525709,Rejected
2775,3,Not Graduate,No,8573459,3210207,15,368,269143,15448754,1048806,9733301,Rejected
2776,1,Not Graduate,No,1933119,8332856,4,798,11364964,159220,38467826,13846929,Approved
2777,3,Graduate,No,8070411,9957850,11,755,18088762,6777685,2981023,12007960,Approved
2778,5,Not Graduate,No,4241813,34705929,8,383,10790379,188645,38284969,3403699,Rejected
2779,2,Graduate,Yes,8633013,4718069,17,880,1166779,16940794,38171979,14386001,Approved
2780,0,Not Graduate,Yes,6421434,11722090,2,367,6400969,12501796,28143555,7325773,Rejected
2781,1,Not Graduate,No,1740290,5464646,2,329,12594284,4248411,29252423,6721593,Rejected
2782,5,Not Graduate,No,7406252,11454620,12,874,10352270,16279017,1174962,162425,Approved
2783,4,Graduate,No,750292,716249,20,434,24000959,10920225,37171278,9823130,Rejected
2784,5,Not Graduate,Yes,2583564,10992724,20,441,17401349,997859,20711596,13036383,Rejected
2785,5,Graduate,No,8906235,28670667,13,777,29066466,2934550,13309403,4308617,Approved
2786,0,Not Graduate,Yes,8784774,30384267,10,664,5107065,15701115,26257015,12749791,Approved
2787,1,Graduate,Yes,654099,15172063,7,612,10775814,5611445,20970017,1285710,Rejected
2788,0,Graduate,No,3919601,27979852,20,893,2541671,10175955,14174614,14212627,Approved
2789,0,Not Graduate,Yes,1122502,24552573,5,352,585693,17370982,12620515,3719948,Rejected
2790,5,Not Graduate,Yes,2857140,35703311,4,856,26887824,5609037,4631713,7074876,Approved
2791,5,Graduate,Yes,9681057,31842063,11,461,14343480,224201,35630253,213004,Rejected
2792,0,Graduate,Yes,2112176,9290097,9,674,19200448,1627297,26099674,13204835,Approved
2793,4,Graduate,No,6486227,23374273,11,494,8039614,17762857,11279148,7488585,Rejected
2794,3,Not Graduate,No,8080879,31125492,19,476,1499739,11638302,28347531,14269329,Rejected
2795,0,Graduate,No,8833595,12280988,7,492,25979752,6370999,27197403,5485394,Rejected
2796,5,Graduate,Yes,3670813,22763387,18,635,19159948,1526085,5483844,879565,Rejected
2797,5,Graduate,No,7029339,15989969,6,827,20704741,13498431,6862178,9970639,Approved
2798,3,Graduate,No,4937310,8114241,8,367,15521450,769203,9049452,2397451,Rejected
2799,4,Graduate,Yes,1251894,1689802,2,697,11765807,1779334,4125856,9045116,Approved
2800,2,Not Graduate,No,2383634,29694034,14,817,12288187,11523053,32259443,513006,Approved
2801,4,Not Graduate,No,7532064,32402744,18,741,22175021,12440666,6100874,2467636,Approved
2802,2,Graduate,No,6923693,25847883,18,889,6613202,11053957,31804633,9376421,Approved
2803,5,Not Graduate,No,5306717,9749997,5,308,9929090,17643548,20754646,9905177,Rejected
2804,0,Not Graduate,No,7854128,1037866,16,517,8946507,5221682,4578990,2239953,Rejected
2805,1,Graduate,No,6974354,25064327,4,556,15183320,10770917,33106008,2754783,Rejected
2806,5,Not Graduate,No,3526367,8136633,13,621,28158504,5937348,6801158,12620546,Approved
2807,1,Not Graduate,No,3080737,21815623,15,491,26853051,7025157,39171765,87511,Rejected
2808,1,Not Graduate,Yes,9461778,38332821,4,452,15853873,2922900,550836,3381783,Rejected
2809,4,Graduate,No,9724024,474421,4,812,5824576,15395405,24409175,14261832,Approved
2810,1,Graduate,No,499984,22926491,3,439,27365889,13652024,12296023,8048793,Rejected
2811,3,Graduate,Yes,7949389,39278271,15,873,9109987,13826873,20917258,396680,Approved
2812,1,Graduate,No,1502842,13404612,13,322,10369138,2758776,32915380,13120480,Rejected
2813,1,Not Graduate,No,8640038,32221711,4,554,25770768,2283235,30845797,5023711,Rejected
2814,5,Not Graduate,No,5970113,32762098,11,666,7662700,15172584,11032056,10514128,Approved
2815,1,Not Graduate,No,6940189,19369674,17,884,13440660,12914609,2498772,9371415,Approved
2816,0,Not Graduate,Yes,7073787,12329038,6,759,26677956,577494,11118191,5395270,Approved
2817,4,Not Graduate,No,6128211,26969382,13,308,9250564,12894323,31728371,5444505,Rejected
2818,5,Graduate,No,2656693,24582643,7,749,18167570,19012888,20203254,8087591,Approved
2819,0,Graduate,Yes,8110452,18982494,6,495,1085391,14587270,19392648,5603774,Rejected
2820,4,Graduate,No,5629897,7855139,9,816,28971933,5387076,20758027,2557947,Approved
2821,3,Graduate,Yes,5541565,29487782,8,765,12191533,6136353,2537562,10624094,Approved
2822,4,Not Graduate,Yes,3320185,8586413,11,415,19505413,14590886,901089,9912128,Rejected
2823,0,Graduate,No,298404,5565679,5,516,14567492,7784792,27572571,8851662,Rejected
2824,5,Graduate,No,5630075,2934716,9,793,12628738,14292199,7926121,10901941,Approved
2825,3,Graduate,No,3581891,17796959,13,853,11824286,18624738,14138145,7620148,Approved
2826,5,Not Graduate,Yes,6661411,5007723,9,662,517080,7866373,14492733,13646660,Approved
2827,2,Not Graduate,No,3772276,13453057,14,431,8074063,11125064,24819295,13028855,Rejected
2828,5,Graduate,Yes,9733519,9778434,4,534,11077187,9501347,36895911,14422613,Rejected
2829,3,Graduate,No,6872568,30782921,4,778,10741688,9864996,29703762,1589270,Approved
2830,0,Graduate,No,4665829,17958528,18,659,7959851,1468109,25028761,1498850,Approved
2831,5,Not Graduate,No,7140348,22138561,10,421,18695143,19144884,32727584,6905582,Rejected
2832,4,Graduate,Yes,6552517,5909282,13,471,24127807,10490862,19995630,10180454,Rejected
2833,1,Not Graduate,No,6281329,4732095,16,418,25936239,4453418,5696604,3514281,Rejected
2834,3,Not Graduate,Yes,5864785,38578352,4,581,28293034,11134130,19146315,1692882,Approved
2835,2,Not Graduate,No,9332390,24602926,20,567,18905566,7719976,38334488,541075,Approved
2836,3,Graduate,Yes,3312038,907292,10,625,11960669,15945154,30575048,8154917,Approved
2837,5,Graduate,No,4436993,22453520,18,867,18803326,14741741,13706590,14391795,Approved
2838,5,Graduate,Yes,2680028,694859,9,691,3852373,7413727,12686305,6829666,Approved
2839,1,Not Graduate,No,5781145,3325418,9,651,23771058,13834151,35985905,10790194,Approved
2840,5,Graduate,No,9881134,14938900,13,520,15567802,641809,3705372,760968,Rejected
2841,2,Graduate,Yes,6162039,26032937,5,681,4805654,18753992,36562880,3177927,Approved
2842,4,Graduate,No,2227153,24618753,13,874,12391681,9911482,26540097,10001056,Approved
2843,4,Not Graduate,Yes,9230826,31306694,20,305,8761941,12693426,31664797,5915783,Rejected
2844,2,Not Graduate,No,7944698,7342406,14,510,10172313,12514967,12897427,389165,Rejected
2845,2,Graduate,Yes,4513301,7813405,3,334,1472197,6074042,25421361,3322556,Rejected
2846,2,Not Graduate,Yes,1636556,21201205,15,422,467337,13384024,12763239,11659364,Rejected
2847,5,Not Graduate,Yes,4146059,34353108,2,340,10174459,7714448,674474,10067372,Rejected
2848,2,Not Graduate,No,8082643,28632661,3,655,8778514,13204522,17824837,11898314,Approved
2849,1,Not Graduate,No,5855672,26536220,7,792,29065772,1740430,38411132,5151571,Approved
2850,2,Graduate,No,2020138,3987175,7,865,7640804,2832482,9515173,13654354,Approved
2851,1,Not Graduate,Yes,1753806,34717686,2,442,9582990,17920173,6353380,13521979,Rejected
2852,2,Not Graduate,No,9678136,38889359,2,720,26632588,14276085,36130739,5402421,Approved
2853,0,Not Graduate,Yes,4582870,23125592,16,497,25019394,2496159,35679490,3051061,Rejected
2854,0,Not Graduate,Yes,6922679,13498665,10,489,1654368,4146764,33201240,14138520,Rejected
2855,4,Not Graduate,Yes,3734312,26271642,5,666,2496131,10586652,38279686,5142444,Approved
2856,0,Graduate,Yes,1083158,25482684,10,708,2764123,113872,38850662,7293112,Approved
2857,3,Not Graduate,No,4236982,36720749,15,650,13377629,7787065,36000249,13697672,Approved
2858,4,Not Graduate,No,6993136,4640218,15,359,16662082,6335397,37810312,3955055,Rejected
2859,4,Graduate,No,3466729,20497421,7,546,10227569,2603938,29187980,13004807,Rejected
2860,2,Graduate,No,6115484,28111867,5,471,377462,5817005,12326649,2363280,Rejected
2861,1,Not Graduate,No,4493380,13980920,20,302,5866061,5684049,17966612,4309601,Rejected
2862,5,Graduate,Yes,3507953,33245889,13,324,17884875,1302151,14919439,5708851,Rejected
2863,5,Not Graduate,Yes,2699188,2837359,20,570,10839932,12291238,19972332,7101109,Rejected
2864,3,Not Graduate,No,2755213,4427177,7,360,3595222,5284625,27371713,3574901,Rejected
2865,0,Not Graduate,Yes,2705936,31300703,4,744,18952193,606278,9475959,12990463,Approved
2866,0,Graduate,Yes,7243856,5233835,9,333,17849152,428813,621159,9771456,Rejected
2867,1,Graduate,No,3505863,16705321,8,441,14267964,18740196,23626915,9858328,Rejected
2868,0,Not Graduate,Yes,7465342,11317058,15,892,27359434,2294578,38960444,10756965,Approved
2869,5,Not Graduate,No,3248393,27274837,15,725,24570120,17636454,33783144,9368011,Approved
2870,1,Graduate,No,3406617,767883,3,634,1157562,3232621,425048,9461408,Approved
2871,1,Graduate,No,9257509,14289401,13,309,26333946,1641268,23470318,9710210,Rejected
2872,5,Graduate,No,8787026,38953211,8,326,1443803,10582942,20834248,10592215,Rejected
2873,4,Not Graduate,Yes,4126898,14758649,13,845,14023081,16846058,16657374,13538422,Approved
2874,1,Not Graduate,Yes,2834507,23756656,9,780,26238918,1388826,26213052,2889508,Approved
2875,2,Graduate,No,7213140,39031808,12,870,28568235,6374281,16717036,7602455,Approved
2876,3,Graduate,No,884671,24117507,15,785,657010,14602688,35834535,2709438,Approved
2877,3,Graduate,Yes,4673238,29895242,7,301,2095804,1309586,35583712,2672163,Rejected
2878,5,Not Graduate,No,6078705,24494481,5,784,7021575,3289451,25250143,13962150,Approved
2879,5,Graduate,No,6822620,32915547,15,575,8041471,5938588,17972522,6949039,Rejected
2880,5,Graduate,Yes,1249291,20223273,20,716,8131890,15648594,23401176,10351940,Approved
2881,0,Graduate,No,229366,32218323,10,548,12126297,15692417,35281973,10714658,Rejected
2882,1,Not Graduate,No,2911308,25465499,20,733,9277693,13762650,11774084,466625,Approved
2883,3,Graduate,No,1368579,13608493,5,805,16956613,12917130,34050899,7234374,Approved
2884,0,Graduate,No,5170427,22182713,17,885,24850806,507109,23164118,2650447,Approved
2885,2,Not Graduate,No,9211137,13426645,20,624,15886555,4628056,2490682,4604962,Rejected
2886,0,Graduate,No,3006324,15865568,7,467,9658994,17880965,29388299,2766871,Rejected
2887,5,Graduate,Yes,4646344,11736128,4,667,16528123,13952023,7926703,9795049,Approved
2888,0,Not Graduate,No,2306964,19551161,14,600,18054767,4676107,20211193,1940584,Approved
2889,0,Not Graduate,No,630972,13890474,18,421,26080896,13731729,37255865,6618377,Rejected
2890,1,Graduate,No,7091217,24840258,3,735,27569678,14051266,30561703,4494731,Approved
2891,0,Graduate,No,2712704,14784743,14,346,8077147,14411510,27421920,14153457,Rejected
2892,3,Graduate,Yes,5560594,19547365,18,542,26721493,19013996,2728831,11583612,Rejected
2893,2,Not Graduate,Yes,6894305,5788144,2,716,23770443,10488739,33676762,5176466,Approved
2894,5,Not Graduate,Yes,8429661,15454338,11,853,3729881,1160365,13146796,4312910,Approved
2895,1,Not Graduate,No,2018613,14253156,3,673,16237816,15887545,1965905,10547057,Rejected
2896,3,Not Graduate,No,5896148,37973728,5,888,4429192,290367,37624706,9283985,Approved
2897,3,Graduate,Yes,9125492,17812484,11,800,14273273,12442427,7478844,8159558,Approved
2898,3,Not Graduate,No,4937783,1144065,8,441,1301310,15450358,12679020,1060995,Rejected
2899,4,Not Graduate,Yes,598000,12426415,3,807,8712930,2432744,5572308,1140202,Approved
2900,1,Graduate,Yes,2760312,28893321,17,502,17113321,15468408,24376727,9354213,Rejected
2901,3,Not Graduate,No,7988487,6781601,5,679,8848402,15718966,34020243,6905441,Approved
2902,4,Not Graduate,Yes,7962246,6689034,18,420,293159,12685202,20379482,12194473,Rejected
2903,5,Not Graduate,No,3282036,14937687,5,623,11304764,6281101,34077662,428707,Rejected
2904,3,Not Graduate,No,2129336,14285652,11,708,15748109,3917875,36715661,2735421,Approved
2905,3,Graduate,Yes,3059357,19151585,15,849,22218155,13677673,34203888,11610526,Approved
2906,5,Graduate,Yes,2573838,1639039,11,866,3970648,3045600,6380657,14393568,Approved
2907,3,Graduate,Yes,7461483,28552553,9,781,13872927,13097555,8075573,10797592,Approved
2908,5,Not Graduate,Yes,8447569,8687160,16,635,5783665,3289886,11736013,187502,Rejected
2909,0,Not Graduate,No,656685,28180520,2,830,4476560,6516702,25015545,742524,Approved
2910,2,Graduate,No,7463687,22431578,17,363,3549439,9826540,33805190,12910688,Rejected
2911,0,Graduate,No,7574080,8245645,15,898,22112018,3136662,12264244,7345512,Approved
2912,0,Graduate,No,6206160,18705775,16,422,26758333,15413847,26115139,7303256,Rejected
2913,2,Not Graduate,No,8738684,1736891,9,542,19304357,13482186,7341287,14134630,Rejected
2914,1,Graduate,No,581421,27810612,9,845,11009431,316742,21287534,3645033,Approved
2915,2,Graduate,No,7057572,12208941,12,730,27622848,16471053,30565621,4184190,Approved
2916,2,Graduate,No,1447124,15332412,14,810,14467331,13906688,15480095,10086354,Approved
2917,3,Not Graduate,No,8990660,6459743,19,713,15405950,16261687,6396256,13293258,Approved
2918,5,Graduate,Yes,5099583,14607291,18,661,18464599,11672860,16123564,5377986,Approved
2919,5,Graduate,Yes,1090462,15814908,3,404,19043684,12154193,36648969,2221062,Rejected
2920,2,Graduate,No,7514122,9118224,4,898,14321944,7440894,24153134,826344,Approved
2921,1,Graduate,Yes,7542343,38690368,19,682,13948510,4411701,26306163,97056,Rejected
2922,4,Graduate,Yes,4748188,11268565,9,701,9251639,4566853,16439799,5502546,Approved
2923,0,Not Graduate,Yes,3242145,7397997,13,557,19810704,6134473,36420656,7798664,Rejected
2924,3,Not Graduate,Yes,369471,21789688,3,872,19565475,5644339,34101224,7193435,Approved
2925,2,Not Graduate,No,9098039,12799858,3,570,12691006,14639777,38109695,3516876,Rejected
2926,1,Not Graduate,No,2005846,18095337,9,414,20721687,10172157,33844922,9945794,Rejected
2927,3,Not Graduate,Yes,8458386,28724481,15,408,4011623,7970566,21442713,12924595,Rejected
2928,1,Graduate,No,5969914,3366349,16,719,12111634,14070084,37648566,3423141,Approved
2929,1,Not Graduate,No,6914990,20259965,18,747,28712482,14210449,23907646,9906653,Approved
2930,3,Graduate,No,7003327,1149905,5,423,21349592,18137395,23582340,8011142,Rejected
2931,1,Graduate,No,8609287,2021983,5,719,20962583,6003329,25729505,10097288,Approved
2932,4,Not Graduate,Yes,527597,3926891,12,899,25119813,4720587,7287095,215066,Approved
2933,0,Graduate,Yes,9913602,6638248,12,619,17711011,122573,32895424,9897221,Approved
2934,2,Graduate,No,624651,13997947,2,883,19281434,3100866,14220765,10986106,Approved
2935,4,Graduate,No,9990822,36961783,10,394,14009343,11707707,25835611,9980677,Rejected
2936,1,Graduate,No,2760839,35823231,19,542,24043288,15698837,33094312,12354921,Approved
2937,4,Not Graduate,No,8489337,4344067,5,634,20702583,11657777,4494178,10982588,Approved
2938,4,Not Graduate,No,1018316,39154004,17,515,3689150,19239757,11793016,14478094,Rejected
2939,5,Graduate,Yes,4717053,25195637,10,360,23454710,12174560,36943260,9847348,Rejected
2940,1,Graduate,No,5511073,22004852,11,575,9489899,17122395,14155019,6559980,Approved
2941,4,Not Graduate,Yes,9552384,31359166,14,503,10447701,5202801,25908626,12263846,Rejected
2942,5,Not Graduate,Yes,1412279,19290085,15,422,3628751,6283967,22015738,10213116,Rejected
2943,4,Graduate,Yes,557513,10705211,14,523,6315979,15734776,34100757,8204395,Rejected
2944,1,Not Graduate,No,6552550,21062649,3,551,3667330,12821889,20004362,8505825,Approved
2945,4,Graduate,Yes,682586,28723058,7,830,2836381,9456856,16649719,5155116,Approved
2946,0,Graduate,No,7816808,27061418,18,595,621213,18541415,644195,9020722,Approved
2947,3,Graduate,No,575603,6959891,2,549,8576089,14790325,18608881,6862653,Rejected
2948,2,Not Graduate,No,9711064,37075147,15,533,21996498,5730722,22936814,1927824,Rejected
2949,3,Graduate,Yes,5420556,11462211,11,659,25139063,11855213,27003169,6471454,Approved
2950,3,Graduate,No,9494389,32442947,4,465,6614680,7683177,30583025,13962960,Rejected
2951,0,Graduate,Yes,1441139,12523423,4,825,12334373,8071773,30435036,4887842,Approved
2952,3,Graduate,No,2878978,2785635,20,551,24211424,15617705,18002702,9957734,Approved
2953,5,Not Graduate,No,4657855,39360252,2,555,20570182,13184760,3075581,6107381,Rejected
2954,2,Graduate,Yes,488214,23380341,2,338,26319044,239156,9969837,4199284,Rejected
2955,1,Graduate,Yes,1208693,8711234,2,831,12235508,11154560,15967839,5659305,Approved
2956,5,Not Graduate,Yes,3428240,312714,13,583,4905272,12552178,38375921,14099736,Rejected
2957,0,Not Graduate,No,7423026,5364932,19,382,4167884,9907795,30178370,1633762,Rejected
2958,2,Graduate,No,7143105,6959542,5,403,20627943,5819687,35066201,9817902,Rejected
2959,3,Not Graduate,Yes,1050724,36587105,17,519,764378,12582074,38895648,12209118,Rejected
2960,2,Not Graduate,No,786051,7238581,15,769,13394896,18384967,5220820,2723242,Approved
2961,5,Not Graduate,Yes,6629094,6647683,6,356,10280941,1667216,456384,11120046,Rejected
2962,2,Not Graduate,No,3725184,33141934,3,372,26741769,11696272,22500067,9359426,Rejected
2963,5,Not Graduate,Yes,7962804,34767773,11,637,29047372,17659065,10380482,4961819,Rejected
2964,0,Graduate,Yes,3120738,8492147,3,599,14096540,7769752,34058082,2597246,Rejected
2965,4,Graduate,No,3755746,25797900,4,875,16882224,6500591,18222064,13893440,Approved
2966,3,Graduate,Yes,2349587,21250269,10,751,11025230,4803641,366324,2896797,Approved
2967,1,Graduate,Yes,2811717,22912971,17,694,22607346,4359043,8739314,13955629,Approved
2968,1,Not Graduate,No,7120082,12503955,20,501,8571844,7587407,13388322,9528116,Rejected
2969,4,Graduate,Yes,4818099,29752478,13,676,21660732,14972849,1055350,12593779,Approved
